text,label1,label2,label3,labeled_list
"Estou com a glicose 143 em jejum, é bom ou ruim? Bom dia pra todos.",curiosidade,nan,nan,['curiosidade']
Tem alguém que durante a gravidez usou Metformina e deu tudo certo?,curiosidade,nan,nan,['curiosidade']
"Vocês podem me informar qual o aparelho melhor pra medir minha diabetes em casa, e onde posso comprar?",curiosidade,nan,nan,['curiosidade']
Boa noite a todos! Vocês sabem me dizer se infecção urinária descompensa a diabetes?,curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Gente, boa noite. Qual é a diferença da diabetes 1 com a 2?",curiosidade,nan,nan,['curiosidade']
"Boa tarde, pessoal! Quem tem diabetes pode comer canjica branca?",curiosidade,desejo,nan,"['curiosidade', 'desejo']"
"Gente, hoje a minha glicemia em jejum está 55. Será que está ótima ou alta?",confusão,nan,nan,['confusão']
"Boa noite. Uma dúvida, alguém de vocês tem dor no calcanhar, depois a dor passa e fica com o pé queimando? O que fazer?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Gente, será que eu posso fazer uma tatuagem ou faz mal?",curiosidade,nan,nan,['curiosidade']
"Estou com dor no estômago, ele fica inchado. Tenho isso direto. Será que é da glicose alta?",confusão,aborrecimento,nan,"['confusão', 'aborrecimento']"
"Boa noite, gente. Desculpem estar a fazer esta pergunta. Vocês conhecem alguém com diabetes tipo 1 que tenha o corpo atlético e o que faz para ter?",curiosidade,nan,nan,['curiosidade']
A minha em jejum já da 350 a 500.,decepção,percepção,medo,"['decepção', 'percepção', 'medo']"
Que tipo de banana é indicado pra diabético? Meu irmão é diabético e adora a nanica.,curiosidade,desejo,nan,"['curiosidade', 'desejo']"
"Não estou conseguindo controlar! Tomo insulina, comprimidos.",decepção,nan,nan,['decepção']
Existe algum remédio que corta o açúcar e reduz a diabetes?,curiosidade,nan,nan,['curiosidade']
"Meninas, posso comer couve flor?",curiosidade,desejo,nan,"['curiosidade', 'desejo']"
"E tapioca, o que vocês me dizem? Amo um beiju, porém fico na dúvida.",confusão,desejo,nan,"['confusão', 'desejo']"
"Sinto muita dor nas canelas e não tenho sensibilidade nos pés, sinto dormência e formigamento neles. Tem algum remédio?",curiosidade,aborrecimento,nan,"['curiosidade', 'aborrecimento']"
"Farinha de quibe, pode? Ou não, tipo tabulé?",curiosidade,confusão,desejo,"['curiosidade', 'confusão', 'desejo']"
Queria saber mais sobre neuropatia.,curiosidade,nan,nan,['curiosidade']
O que você faz quando a glicemia está acima de 500 mg/dL?,curiosidade,nan,nan,['curiosidade']
"Oi, boa tarde. Minha mãe é diabética tipo 2 e ela não anda por causa de artrose. Gostaria de dicas de alimentação para a janta, se puderem me passar receitas, agradeço muito.",curiosidade,gratidão,nan,"['curiosidade', 'gratidão']"
Gostaria de saber quantas vezes devemos olhar a glicemia durante a semana.,curiosidade,nan,nan,['curiosidade']
Verdade que não podemos comer batata doce?,curiosidade,nan,nan,['curiosidade']
"Gente, eu gosto de tomar café com torrada, tapioca, e cuscuz de milho de arroz, mas já vi que não faz bem, né? Além das frutas, o que posso comer no café da manhã?",curiosidade,desejo,nan,"['curiosidade', 'desejo']"
"Algumas áreas do meu rosto descamam bastante e, às vezes, ficam sensíveis e com carocinhos, será que é dos medicamentos?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Olá, amigos. Estou com a diabetes alta, está 428. Já tomei 15 unidades da regular e não quer abaixar, o que devo fazer? Não quero ir ao médico por causa desse vírus, me ajudem, amigos.",curiosidade,nervosismo,medo,"['curiosidade', 'nervosismo', 'medo']"
Diabético pode usar quinoa?,curiosidade,desejo,nan,"['curiosidade', 'desejo']"
"Bom dia, amigos. Gostaria de agradecer pelos comentários, pois tem um que me ajudou muito. Eu estava para enlouquecer com os dedos feridos por causa do olho de peixe e teve um comentário falando que a Azitromicina era boa para isso e eu tomei e estou boa. Tomei três comprimidos e, graças a Deus, os dedos estão todos sarados. Obrigada.",gratidão,alívio,nan,"['gratidão', 'alívio']"
Boa noite. Sou portador de esteatose hepática. Perdi 18 kg com reeducação alimentar. Hoje minha alimentação é muito saudável. Minha glicose e hipertensão estão bem controladas. Com a perda de peso a esteatose diminui?,otimismo,nan,nan,['otimismo']
"Boa tarde. Gente, hoje acordei com as pernas e os pés inchados e adormecidos. Está doendo muito, não sei o que fazer.",nervosismo,surpresa,nan,"['nervosismo', 'surpresa']"
Como fazer quando bater aquela vontade louca de comer doce?,curiosidade,nan,nan,['curiosidade']
"Gente, alguém ficou com a pele seca? O que fazer para melhorar?",curiosidade,nan,nan,['curiosidade']
Banana prata sobe a diabetes?,curiosidade,nan,nan,['curiosidade']
Alguém aí pode me dizer se chupar limão ou tomar o suco faz aumentar ou diminuir a glicose?,curiosidade,nan,nan,['curiosidade']
"Aproveitando, eu gostaria de saber se tem que medir a glicose todos os dias mesmo. O motivo é que as lâminas são muito caras, e eu não consigo comprar sempre.",curiosidade,decepção,nan,"['curiosidade', 'decepção']"
Aos membros! Me informem qual o adoçante que usam e como chegaram até ele?,curiosidade,nan,nan,['curiosidade']
"Eu não consigo nem tomar banho direito. Não tenho força e agilidade nos braços pra tomar banho direito e esfregar os pés, está cada vez mais difícil e não encontrei solução ainda. Me ajudem com opiniões, já tomei Bucliplec e era bom, mas agora não faz efeito, sinto dores nos braços e não consigo andar, ando muito pouco. Eu andava de bicicleta, em dois quarteirões tinha que parar, dava dor nas pernas. E agora dizem que uma academia pode resolver? Acho que não. Só sei que estou me entrevando. O que fazer, gente? Me ajudem.",tristeza,confusão,nan,"['tristeza', 'confusão']"
Alguém sabe se diabético pode tomar cloreto de magnésio?,curiosidade,nan,nan,['curiosidade']
Será que se eu fizer o pirão com farinha de banana verde dá certo?,curiosidade,nan,nan,['curiosidade']
Olá a todos do grupo. O remédio Xigduo é fornecido pelo governo ou tenho que comprar em farmácia?,curiosidade,nan,nan,['curiosidade']
Como aplicar insulina corretor? É só na pele?,curiosidade,nan,nan,['curiosidade']
"Mais alguém que, depois que descobriu a diabetes, vive com as unhas quebradas? A minha não cresce mais. Alguma dica pra que possa parar de quebrar? 😥",curiosidade,tristeza,nan,"['curiosidade', 'tristeza']"
"Bom dia. Gente, eu comecei a tomar insulina tem uns 15 dias. Nunca tinha tomado. Depois disso, estou sentindo muita fraqueza, é normal? Até quando vou comer dá uma tremedura.",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
A Rifampicina tem importância no tratamento da osteomielite do pé diabético?,curiosidade,nan,nan,['curiosidade']
"Sou diabética tipo 2 descoberto recente, o que fazer para evitar comer de madrugada? Quais alimentos posso ingerir para evitar ter a fome da madrugada?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Pessoal, boa noite. Sou nova no grupo e estou amando todas as dicas, sou recém diagnosticada diabética, pai e mãe diabéticos. A ficha caiu e só após o diagnóstico mudei de vez meus hábitos alimentares. Sou vegetariana e comia muito carboidrato. Estou na insulina somente à noite, pois a glicemia de jejum não abaixa, fica sempre entre 108 e 130. Vocês têm alguma dica pra abaixar a glicemia de jejum? Durante o dia fica totalmente dentro. Muito obrigada.",curiosidade,gratidão,nan,"['curiosidade', 'gratidão']"
"Bom dia, amados do grupo. Vocês podem me indicar o melhor tipo de adoçante para quem sofre diabetes, por favor?",curiosidade,nan,nan,['curiosidade']
"Pessoal, desde do início da pandemia, estava trabalhando remotamente. Agora, no pico do vírus no estado de MS, o governo manda retornar ao trabalho, somente poderão ficar em casa os maiores de 60 anos. Um absurdo, tenho 35 anos, apresentei laudo e recomendação médica, mas eles não aceitaram. O que fazer?",curiosidade,desaprovação,raiva,"['curiosidade', 'desaprovação', 'raiva']"
"Minha boca fica seca demais, nem água resolve. Será o Metformina?",confusão,nan,nan,['confusão']
"Medi a diabetes agora e deu 335, não abaixa. O que é bom para abaixar pelo menos um pouco?",curiosidade,decepção,nan,"['curiosidade', 'decepção']"
"Pessoal, sinto como se tivesse um bolo na garganta, o que poderia ser?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Agora à noite, duas horas depois da janta, fui medir a glicemia. Está 110 mg, está boa?",curiosidade,nan,nan,['curiosidade']
Quais são as melhores estratégias para a mudança de estilo de vida?,curiosidade,nan,nan,['curiosidade']
"Ontem medi minha diabetes, tava 409, hoje cedo deu 290. Está muito alto, sim ou não?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Acordei com fortes dores abdominais, sou diabética, tomo Glifage XR 500 e Glicazida, será que posso tomar Buscopan composto?",nan,curiosidade,nervosismo,"['curiosidade', 'nervosismo']"
Boa tarde! Diabético pode comer farinha de quibe? Gostaria de saber.,curiosidade,nan,nan,['curiosidade']
Qual o chá que uma gestante pode tomar pra baixar a glicose?,curiosidade,nan,nan,['curiosidade']
"Por favor, o que é bom para pernas inchadas?",nan,curiosidade,nan,['curiosidade']
"Pessoal, diabético pode comer jerimum? Ou abóbora, aqui no Nordeste é jerimum. Comi hoje sem saber.",nan,confusão,curiosidade,"['confusão', 'curiosidade']"
Podemos comer pipoca?,curiosidade,nan,nan,['curiosidade']
"Boa noite. Alguém aqui no grupo já tomou ou toma Sibutramina de 15 mg? Como está sendo? A médica me receitou, mas tenho medo de tomar por conta das contraindicações.",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Bom dia, grupo. A glicose estava dando muito alta e os medicamentos não faziam efeito. Comia muita verdura e foi aí que pesquisei sobre o alface. Tem todos os tipos de açúcar. Tomem cuidado.",percepção,zelo,nan,"['percepção', 'zelo']"
"Boa tarde a todos! Alguém sabe dizer se diabéticos podem tomar Dorflex pra dor na perna? Se não puder, alguém indica algum remédio? Obrigada.",nan,curiosidade,nan,['curiosidade']
"Eis uma pergunta. Se nós, diabéticos, temos que tomar vários remédios para controlar a glicemia, mas muitos não conseguem controlar com medicamentos, por que tomá-los?",nan,curiosidade,nan,['curiosidade']
Será que o quiabo faz mal pra um diabético?,nan,curiosidade,confusão,"['curiosidade', 'confusão']"
"Pessoal, meu cabelo cresce, mas está caindo muito, bem falho, a sobrancelha e agora os cílios. Me ajudem, alguém assim?",nervosismo,nan,nan,['nervosismo']
"Pessoal, algum remédio ou chá para gases?",nan,curiosidade,nan,['curiosidade']
"Por favor, alguém pode me dizer se o Glifage dá muito sono? Estou tomando há 4 meses e estou só dormindo! Será o remédio? Desde já agradeço a todos, beijos no coração de cada um de vocês.",nan,curiosidade,nervosismo,"['curiosidade', 'nervosismo']"
"Gente, alguém de vocês que tem diabetes emagreceu muito mesmo sem fazer dieta? O que fizeram para engordar? Estou perdendo muito peso, me ajudem.",nan,nervosismo,curiosidade,"['nervosismo', 'curiosidade']"
Sente cansaço no corpo? Eu também andei assim e era o potássio alto. Fale com o seu médico e faça exame de sangue. Eu não quis saber e agora estou pagando caro.,percepção,zelo,nan,"['percepção', 'zelo']"
Glicose 126 em jejum está boa?,nan,confusão,curiosidade,"['confusão', 'curiosidade']"
"Entenda: em diabéticos do tipo 2, a glicose aumentada é só um indicador e não a causa do problema. Se quer ter resultados, pense nisso.",nan,zelo,nan,['zelo']
"Ontem à noite estava com 272 quando deitei. Tomei água com quiabo na madrugada e medi de manhã, estava 128. Alguma relação?",curiosidade,nan,nan,['curiosidade']
E suco para as crianças levarem para as escolas? O que seria a melhor opção?,curiosidade,nan,nan,['curiosidade']
"Bom dia, obrigada por me aceitar. Sou diabética, sofri um acidente de carro no sábado, me machuquei e fui ao médico porque minha mão direita ficou sem sensibilidade e os dedos dormentes. Fizeram raio-x e dizem que não é nada, estou preocupada. Alguém já passou por isso?",nan,medo,nervosismo,"['medo', 'nervosismo']"
Há quanto tempo vocês são diabéticos?,curiosidade,nan,nan,['curiosidade']
Alguém aqui eliminou o açúcar e o adoçante da sua vida?,nan,curiosidade,nan,['curiosidade']
"Tenho diabetes tipo 1 há 40 anos, tenho neuropatia, olho os pés todos os dias após o banho, seco bem. Mas os médicos não olham. Quem não dá conta de olhar seu pé, deve olhar com um espelho. Ótima live.",nan,zelo,nan,['zelo']
"Gente, esquece a banana, vamos falar do alho poró. Alguém sabe se podemos comer?",nan,curiosidade,nan,['curiosidade']
Alguém que começou a usar insulina já conseguiu parar de usar? Ou quem usa não consegue parar? Boa noite a todos.,nan,curiosidade,nan,['curiosidade']
"Bom dia, sou nova no grupo, estou precisando de ajuda para controlar meu diabetes. Tenho tido, toda noite, sudorese fria, horrível, de molhar a roupa. Hemoglobina glicada está 8. Alguém sofre com sudorese? O que faz?",nan,curiosidade,nervosismo,"['curiosidade', 'nervosismo']"
Qual é a melhor cerveja para diabéticos?,curiosidade,nan,nan,['curiosidade']
"Podemos tomar sopa só com legumes, verduras e frango?",curiosidade,nan,nan,['curiosidade']
"Algum de vocês que tem diabetes tipo 2 sente umas pontadas na cabeça, e uma dor nos ossos dos braços e logo passa? O que será?",nan,curiosidade,confusão,"['curiosidade', 'confusão']"
"Bom dia, sou novo no grupo. Minha diabetes, no último exame, acusou 108. A médica falou que está alta, o que fazer?",nan,nan,nan,['neutro']
"Estou com problemas na circulação das minhas pernas, o que devo fazer?",nan,curiosidade,confusão,"['curiosidade', 'confusão']"
"Estou com uma dúvida, gostaria de saber se é só comigo que acontece. Quando minha diabetes fica abaixo de 120, eu passo mal, minhas vistas ficam embaraçadas, cheia de cobrinhas, e me dá muito enjoo. Agora, quando fica um pouco acima de 120, eu fico bem, é normal? Como pode ser isso? Alguém sabe me explicar?",nan,curiosidade,percepção,"['curiosidade', 'percepção']"
Eu pergunto por que a diabetes não tem cura e porque a diabetes aparece sem a gente perceber.,curiosidade,nan,nan,['curiosidade']
Podemos ligar a obsessão ao low carb a uma não aceitação do diabetes? Por querer ter uma glicemia de um não diabético.,nan,curiosidade,nan,['curiosidade']
"Gente, vocês sabem os sintomas cetoacidose diabética?",nan,curiosidade,nan,['curiosidade']
Estar com a glicose 140 em jejum significa que está bem?,confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Sopa de ervilha, pode? Tem alto índice glicêmico?",curiosidade,nan,nan,['curiosidade']
"Sem mentir, qual é a sua diabetes agora? A minha é essa, 151.",nan,curiosidade,nan,['curiosidade']
"Gente, minha glicemia está 96. Se eu dormir com ela assim, sem tomar a insulina, posso ter hipoglicemia durante a madrugada?",nan,confusão,curiosidade,"['confusão', 'curiosidade']"
"Olá, boa tarde. Dá para por tapioca na dieta de um diabético?",curiosidade,nan,nan,['curiosidade']
"Boa noite! Pessoal, sou nova no grupo e vejo que muitos medem a diabetes todos os dias. Há 8 meses descobri que tenho diabetes, eu nunca medi a minha, tomo o remédio Glifage 500, emagreci 12k. Todos os dias acordo com ânsia e dor de cabeça, também minha vista fica, às vezes, embaraçada e fico muito tonta. Tomo 2 Glifage depois do almoço. Marquei retorno para passar no médico dia 8/9. É normal esse mal estar?",nan,curiosidade,confusão,"['curiosidade', 'confusão']"
"Boa noite, gostaria de saber se alguém conhece algum remédio bom para tirar verrugas.",curiosidade,nan,nan,['curiosidade']
Uma pessoa que não é diabética pode ter neuropatia?,nan,curiosidade,nan,['curiosidade']
Alguém mais faz uso de insulina?,nan,curiosidade,nan,['curiosidade']
"Oi, meu sobrinho tem tipo 1, queria saber mais sobre bomba de insulina.",curiosidade,nan,nan,['curiosidade']
"Olha, acordei para urinar e me custou muito sair a urina, mas estava com a bexiga cheia. Assim, está a me doer. Será que é normal?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Bom dia, amigos(as). Ultimamente, estou sentindo um formigamento chato na coxa da minha perna direita e, às vezes, dói. Alguém já sentiu isso? O que será, em?",nan,curiosidade,nervosismo,"['curiosidade', 'nervosismo']"
"Pessoal, obrigado para quem orou e para quem fez oração. Meu médico me disse que não sabe como, mas eu fiz meus exames e está tudo ótimo. Graças a Deus. Tirou até a insulina e vou tomar apenas um Glifage. Obrigada, Deus. 👏👏",nan,alívio,gratidão,"['alívio', 'gratidão']"
"Fiquei quase um ano sem apetite sexual, é normal?",nan,curiosidade,confusão,"['curiosidade', 'confusão']"
Qual a melhor dieta para um diabético que fez cirurgia bariátrica?,nan,curiosidade,nan,['curiosidade']
Alguém sabe me dizer se diabéticos podem comer algo feito com polvilho azedo?,curiosidade,nan,nan,['curiosidade']
"Gente, boa noite. Quero saber se posso usar o chá de açafrão tomando Metformina e Glicazida, porque eu já ouvi dizer que não pode.",nan,curiosidade,confusão,"['curiosidade', 'confusão']"
Diabéticos podem tomar leite em pó?,curiosidade,nan,nan,['curiosidade']
A cicatrização de tatuagem e piercing é difícil para quem tem diabetes?,nan,curiosidade,nan,['curiosidade']
Poderiam me informar quais tipos de carne vermelha servem para a alimentação de um diabético?,curiosidade,nan,nan,['curiosidade']
Boa noite! Alguém sabe me dizer se o Glifage XR altera a cor da urina?,nan,curiosidade,nan,['curiosidade']
Diabético pode comer quibe assado?,curiosidade,nan,nan,['curiosidade']
"A glicose da minha sogra está 354, alguma dica para ela tomar agora? Ela só almoçou.",nan,curiosidade,nervosismo,"['curiosidade', 'nervosismo']"
Muito grata por me aceitarem no grupo. Preciso aprender algumas receitas para ajudar a controlar a diabetes. Obrigada.,gratidão,nan,nan,['gratidão']
"Oi, pessoal. Podemos comer granola com iogurte no café da manhã?",curiosidade,nan,nan,['curiosidade']
Alguém aqui pratica musculação? Gostaria de saber se podemos tomar suplementos também. Vi que existem algumas marcas que utilizam adoçantes ao invés de açúcar.,curiosidade,nan,nan,['curiosidade']
Alguém sabe dizer se é comum diabético ter saliva doce? Tem como reverter?,nan,curiosidade,nan,['curiosidade']
"Alguém sabe como faço para abaixar a diabetes da minha mãe? Ela toma insulina duas vezes ao dia. Faz dias que não abaixa mais do que 250, está sempre alta.",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Minha diabetes, o que vocês acham? Em jejum: 110; no almoço: 101; no jantar: 120.",nan,curiosidade,nan,['curiosidade']
Qual remédio eficiente posso usar para micose na unha? Tenho diabetes tipo 2.,curiosidade,nan,nan,['curiosidade']
"Boa tarde, galera! Alguém usa o leite de coco em pó? Será que podemos consumir?",nan,curiosidade,nan,['curiosidade']
"Alguém sabe me dizer se glicada 7,1 é bom ou ruim?",confusão,nan,nan,['confusão']
Diabéticos podem fazer tatuagem?,curiosidade,nan,nan,['curiosidade']
"Tenho uma dúvida, será que a cana de açúcar, comendo por excesso, provoca diabetes?",curiosidade,nan,nan,['curiosidade']
"Quem está, a essa hora, depois de uma caminhada, abaixo de 120, dá um glória a Deus!",nan,alegria,aprovação,"['alegria', 'aprovação']"
Alguém sabe se alguns remédios podem fazer a pessoa engordar?,nan,nan,nan,['neutro']
"Bom dia, pessoal. Alguém aqui no grupo toma Forxiga? Ele substitui o Diamicron?",curiosidade,nan,nan,['curiosidade']
Bom dia. Postei aqui que meu médico trocou a insulina normal para a insulina de caneta. Alguém usa Glargina (ultra lenta) e Aspart (ultra rápida)?,nan,curiosidade,nan,['curiosidade']
"Boa tarde, pessoal. Estou com diabetes gestacional. Eu tomei um Danone ontem, e hoje, quando acordei, medi minha glicose e estava 209. Tomei um susto, já estava passando mal. Mas, graças a Deus, estou controlando com uso de insulina. Ainda estou tentando me adaptar, quem tiver dicas de dieta, me passe pelos comentários. Obrigada.",nan,nan,nan,['neutro']
"Quando fiquei internada, me aconselharam a usar adoçante com sucralose. O que vocês acham?",nan,nan,nan,['neutro']
"Os médicos voltados para a recuperação da saúde (infelizmente, existem alguns voltados para a manutenção da doença) não receitam nenhum adoçante. E, quando receitam, receitam apenas o estévia orgânico. Um alerta para quem abusa de adoçantes químicos.",nan,nan,nan,['neutro']
"Gente, diabético pode comer amendoim?",curiosidade,nan,nan,['curiosidade']
"Bom dia, gente. Me esclareçam uma coisa: meu corpo está gelado, o que pode ser? Estou zonza. Observação, tenho diabetes tipo 2.",nan,curiosidade,medo,"['curiosidade', 'medo']"
"Alguém me ajude. Depois que comecei a tomar insulina, de madrugada tenho ataque de suor e minha mão fica dormente.",nan,curiosidade,medo,"['curiosidade', 'medo']"
"Gente, os diabéticos podem ingerir torradinhas de pão? Será mais saudável?",curiosidade,nan,nan,['curiosidade']
"Bom dia, grupo. Algum remédio caseiro para neuropatia?",curiosidade,nan,nan,['curiosidade']
Obrigada por me adicionar. Cuido de uma irmã que fez transplante renal há dois meses e está com diabetes tipo 2 por causa dos medicamentos. Entrei no grupo para aprender um pouco sobre o assunto e poder ajudar no que for preciso. Grata,gratidão,zelo,nan,"['gratidão', 'zelo']"
"Tenho feito medicação em jejum, fica entre 110-118. Mas tenho muita dor no ouvido. O que será?",curiosidade,medo,nan,"['curiosidade', 'medo']"
"Boa noite, pessoal. Tomo o medicamento Glifage XR, mas tenho problemas de intestino. Já falei com o meu médico, mas o mesmo disse: ""Não tem outra solução!"". Alguém sabe sobre algum chá ou outra coisa natural para ajudar? Desde já, obrigada.",desejo,decepção,nan,"['desejo', 'decepção']"
"Faço caminhada. Alguém de vocês fica com as mãos dormentes à noite? Nas mãos, é um uma dormência normal, como quando a gente dorme em cima do braço.",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Quanto à família dos diabéticos, quais dicas de prevenção podem ser passadas para os familiares?",curiosidade,desejo,nan,"['curiosidade', 'desejo']"
"Pessoal, alguém do grupo usa o xilitol? Este substitui o açúcar convencional. Dá pra confiar? Abraços a todos.",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Minha hemoglobina glicada deu 6,5. O que significa?",confusão,nervosismo,nan,"['confusão', 'nervosismo']"
"Hemoglobina glicosilada 7,4 está alta né?",confusão,medo,nan,"['confusão', 'medo']"
Alguém sabe informar se diabéticos podem tomar o chá da casca da amora?,curiosidade,nan,nan,['curiosidade']
"Obrigada por me aceitar. Irá me dar uma luz, pois meu marido e minha filha são diabéticos e eu não. Espero que seja um caminho",gratidão,alívio,nan,"['gratidão', 'alívio']"
Boa noite. Por que gravidez de diabética tem mais líquido amniótico?,curiosidade,nan,nan,['curiosidade']
"Hoje, 2 horas depois do jantar, a minha glicemia deu 148, está alta?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Pessoal, olha como está caindo meu cabelo. O que vocês usam para diminuir a queda? Toda lavagem de cabelo cai um tufo deste jeito e, quando vou pentear, sai mais outro tufo. Estou muito preocupada e triste.",curiosidade,medo,tristeza,"['curiosidade', 'medo', 'tristeza']"
"Tem algum suplemento, ou algo que diabético possa comer ou tomar para engordar?",curiosidade,nan,nan,['curiosidade']
"Boa noite. Mais uma dúvida aqui, alguém sente coceiras pelo corpo todo, cabeça? Misericórdia. É da diabetes?",confusão,aborrecimento,nervosismo,"['confusão', 'aborrecimento', 'nervosismo']"
"Estou gestante de 32 semanas, mas estou numa fome constante, tenho diabetes, tenho me controlado, mas agora é fome 24 horas. 🙄🙄🙄🙄 Nem sei o que comer.",aborrecimento,nan,nan,['aborrecimento']
"Boa tarde. Alguém do grupo já ficou com as pernas dormentes? Alguém pode me ajudar? O que posso tomar para melhorar e passar a dormência? É horrível, atrapalha para andar. Se tiver alguém que tenha do mesmo jeito e está tomando remédio para isso, me ajude, por favor.",aborrecimento,curiosidade,desejo,"['aborrecimento', 'curiosidade', 'desejo']"
"Boa noite, gente. Eu descobri há pouco tempo que tenho diabetes, mas não consigo fazer a dieta. E sinto muita quentura nas mãos, no rosto, nas partes íntimas e nos pés. Me ajudem, também tenho pressão alta.",nervosismo,nan,nan,['nervosismo']
Alguém sente extrassístoles quando a glicose está alta ou aceleração dos batimentos cardíacos?,curiosidade,nan,nan,['curiosidade']
"Ultimamente, sinto formigamento do alto da coxa até o pé, e os dedos do pé esquerdo estão dormentes e os pés frios constantemente.",percepção,nan,nan,['percepção']
"Boa tarde. Descobri há menos de 1 mês que sou diabética, minha glicemia estava 397. Levou uma semana para chegar nos 103. O médico me passou Metformina 850 mg. Mas ultimamente eu vejo minha glicemia 2 horas depois do almoço e hoje mesmo deu 63. Ultimamente está dando baixo assim. O que eu faço? Estou me alimentado direitinho, não entendo.",confusão,nervosismo,medo,"['confusão', 'nervosismo', 'medo']"
O que diabético pode comer no café da manhã?,curiosidade,nan,nan,['curiosidade']
"Pessoal, descobri hoje que minha glicemia deu 296 em jejum. Não sei por onde começar, o que comer, o que beber, a alimentação. Por favor, vocês podem me ajudar? O que comer, beber, o que não comer e não beber, por favor.",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Oi, amigos(as). Alguém que tenha diabetes tipo 2 que faça jejum intermitente sabe se ajuda?",curiosidade,nan,nan,['curiosidade']
Frutas que o diabético pode e não pode comer?,curiosidade,nan,nan,['curiosidade']
"Bom dia, gente linda. Gostaria de saber se pré-diabético pode consumir pasta de amendoim.",curiosidade,nan,nan,['curiosidade']
Alguém aqui pratica musculação? Gostaria de saber se podemos tomar suplementos também. Vi que existem algumas marcas que utilizam adoçantes ao invés de açúcar.,curiosidade,nan,nan,['curiosidade']
O que um diabético deve comer no café da manhã? Dicas?,curiosidade,nan,nan,['curiosidade']
O meu exame de sangue deu 105 para a glicemia em jejum. Já sou diabético?,confusão,nervosismo,nan,"['confusão', 'nervosismo']"
"Bom dia, pessoas doces. Ultimamente estou de 360 a 500 só de açúcar. Ansiedade.",nervosismo,nan,nan,['nervosismo']
"Bom dia. Recentemente, tive um bebê e na gravidez apresentei diabetes gestacional. Eu achei que, quando nascesse, ela iria melhorar, porém meu bebê tem 9 meses e ainda estou apresentando 130/120 em jejum de glicemia. Estou fazendo acompanhamento com o médico, que no momento está tentando controlar com dietas e atividades físicas. Será que já sou considerada diabética? Minha mãe tem.",confusão,medo,nan,"['confusão', 'medo']"
Algum remédio para cólica menstrual?,curiosidade,nan,nan,['curiosidade']
"Boa noite, gente. O meu irmão de apenas 17 anos é diabético. Sente muita dor nos pés e eles têm aquecido muito. Por favor, digam-me o que posso usar para aliviar a dor e o aquecimento.",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
É possível ser diabético com menos de 25 anos de idade?,curiosidade,nan,nan,['curiosidade']
Alguém sabe dizer qual açúcar ou adoçante posso utilizar em bolos com farinha de amêndoas?,curiosidade,nan,nan,['curiosidade']
"Alguém sabe se posso tomar água saborizada com limão, abacaxi, laranja, salsa, maçã, hortelã, gengibre e videira? Minha diabetes não abaixa de 300.",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Boa noite. Obrigada pelas informações. Sou diabética há alguns anos, faço uso de Glifage. Há cerca de 1 ano me foi receitado também Xigduo. Comecei então a perder peso. Minhas taxas estão boas. Estou intrigada com a perda de peso.",gratidão,confusão,nan,"['gratidão', 'confusão']"
"Gente, pra nós que somos diabéticos tipo 2, qual o valor normal da glicemia em jejum pela manhã, e à tarde, duas horas após o almoço?",curiosidade,nan,nan,['curiosidade']
"Oi, gente. Como é difícil. Coxinha, empada, pastel, esfirra e outras coisas são de sal, mas diabético não pode, porque tem farinha de trigo. Será que nem de vez em quando pode?",curiosidade,decepção,nan,"['curiosidade', 'decepção']"
Qual é a melhor hora do dia para medir a glicose?,curiosidade,nan,nan,['curiosidade']
"Glicose no decorrer do dia: manhã 129, tarde 138, noite 134, será que está bom? Acho que não.",curiosidade,nervosismo,decepção,"['curiosidade', 'nervosismo', 'decepção']"
E a quinoa na substituição do arroz? Pode comer normal ou tem que ser 2 colheres também?,curiosidade,nan,nan,['curiosidade']
"Sou DM1, uso Lantus (14u) e estou tendo hipoglicemia pela manhã, o que pode está acontecendo?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Boa noite, queridos! Alguém tem neuropatia diabética? O que tomam para aliviar dores ou curar? Qual médico procurar para o tratamento?",curiosidade,nan,nan,['curiosidade']
"Bom dia, amados de Deus. Eu quero saber de vocês se o Glifage 500 emagrece, estou sentindo que estou perdendo peso, não sei se é do remédio ou da dieta.",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
